19600101	20211201		744	21
ID	NODATA_VALUE	南雄	连州	韶关	佛冈	高要	广州	河源	惠阳	紫金	汕头	惠来	南澳	信宜	罗定	台山	中山	深圳	阳江	电白	上川岛	徐闻
477	-9999	251.4	88.6	175.1	188.7	151.6	272.7	131	181.2	249.7	299.3	269.8	207.5	54.8	105.4	272.1	443.2	395.2	294.5	104.2	112.2	79.3
478	-9999	12.9	24.8	5.4	60.2	24.2	40.9	46.5	38.4	34.8	3.6	5.5	18	10.1	5.1	37.9	56.4	36.2	13.4	11.8	113.1	115.3
479	-9999	17.5	42.3	13	15.7	24.7	25.8	12.3	15.1	6.9	0	0	0	49.8	28.1	34	22.9	15.1	13.4	13.7	31.9	35.7
480	-9999	5.5	8.6	7.8	23.4	30.5	53.9	27.3	35.4	23.6	25.7	19.1	38	16.2	40.8	50.1	66.6	30.6	50.5	34	33.9	81.1
481	-9999	44.9	42.5	72.7	22.8	9	10.6	68.2	98.2	90.1	61.9	41.7	43.3	2.3	32.3	32	53.8	124	5.4	2.6	66.1	5.2
482	-9999	66.5	62.9	46.1	54	22.6	29.7	68	30.2	53	32.1	28.2	22.6	8.2	17.2	26.7	44	26.9	23.9	26	29.1	13.4
483	-9999	120.2	115.5	144.2	58.8	34.9	27.7	45.1	36.3	43.6	21	36.3	21.8	69.3	37.6	39.5	46.9	44.3	51.5	50.5	38	54.3
484	-9999	413.8	284	407.6	639.4	250.2	418.7	579.5	541	560	377.2	317.2	228.4	209.7	250.9	497.3	535.1	588.1	226.9	81.2	340.8	93.6
485	-9999	125.9	135.4	77	133.8	226.7	202.9	151.6	115.9	62.2	22.3	76.9	13.8	193.4	111.3	57	61.8	159.2	318.3	309.9	149.1	227.7
486	-9999	144.7	79	168.2	326.5	151.3	197.4	221.6	400.1	330	219.2	338.8	201.5	127.4	122.6	125.4	276.4	220.7	113.4	46	133.7	51.8
487	-9999	137.1	220.2	196.9	385.5	260.4	288.9	262.7	246.4	129	256.1	223.2	150.5	149.4	113.5	413.8	304.7	407.3	181.6	144.4	501.8	248.9
488	-9999	110.4	28.9	78.9	292.3	103.9	185	224	371.5	381.6	224.9	317.7	161.9	146.9	67.5	223	196.8	464.4	377.4	135	482.2	162.6
489	-9999	107.1	54.1	157	153.9	50.1	56.7	154.1	229.8	114.6	96.4	82.2	155.6	99.5	29.2	21.8	32.5	106.3	75	101.1	49.8	279
490	-9999	99.4	220.7	133	112.2	113.7	288.5	109	109.5	95.9	15.8	32.4	1.7	172.5	227.3	203.3	326.1	128.1	234.7	210.1	183.5	480.4
491	-9999	33.6	43.8	42	54.1	51.1	34	16.8	40.6	21.9	84.4	58.3	65.3	8.7	33.6	77.7	55.6	81.1	57.8	10.7	88.7	24.8
492	-9999	32.1	3.9	42.2	35.2	44.3	43	53	71.9	82.8	75.4	51.9	76.4	42.7	38.2	56.6	76.7	72.7	43.1	29.8	69	26.1
493	-9999	85.9	84	80.5	106.8	96	67.3	90	38.4	70.1	36.2	35.6	40.8	82	90.7	22.8	57.3	38.9	18.9	18.8	34.9	10.1
494	-9999	103.5	86.2	78.5	95.2	72.8	85.7	81.1	41.4	52	5.1	8	2.4	112.7	86.8	41.6	52.7	21.1	48.5	59.6	16.1	37.2
495	-9999	168.1	159.7	127.1	81	66.3	92.5	91.9	54.2	73.6	70.1	40.1	53.2	28.7	76	40.6	55.9	48	21.9	30.7	11.2	72.9
496	-9999	254.6	354.4	317.7	420.5	142.3	274.5	314.5	261.7	296.1	198.8	218.9	191.6	293.1	176.5	186.7	137.5	194.2	151.9	115.7	68.7	30.5
497	-9999	140.3	292.3	194.4	244	349.2	406.1	277	186.1	293.6	245.5	282.1	147.8	367.5	221.1	302.5	224.1	186.1	310.8	246.6	281.2	167.5
498	-9999	185.9	567.7	315.2	593.3	303.5	478.8	471.7	628.1	385	391.3	571.1	248.1	393.3	162.4	644.7	623.3	939.9	1443	300.1	779	354.8
499	-9999	155.4	220.5	201.1	339.7	440.9	415.4	495.9	389.5	304.1	366.9	393.1	303.5	342.6	432.7	504.5	580.9	611.8	793	698.4	626.5	692.7
500	-9999	165.4	276.7	160.3	304.7	129.2	382.3	249.2	367.8	197.8	390.3	296.9	257.4	189.7	225.9	427.3	301.6	335.5	172.5	292.6	325.2	224.9
501	-9999	83.3	66.6	97.2	172.6	180.2	335.4	114.5	295.3	94	177.5	232.3	158.8	98.9	161.2	477.8	319.6	321.6	393.2	616.2	551.1	178.3
502	-9999	17.7	27.5	18.7	5.6	44.6	37.1	42.9	2.2	9.3	43.1	1.3	0.8	33.1	37.1	1.6	18	2.2	6.9	14.6	0.1	109.8
503	-9999	23.4	122.5	49.9	20.6	14.1	19.7	15.4	9.7	7	4.1	3.4	4.3	15.9	19.6	12.3	44	2.6	12.5	13.5	2.4	34.6
504	-9999	52.2	47.8	49.2	58.8	50.1	84.1	62.8	46.1	45.3	19	23.4	13.4	45.6	57.5	105.1	115.6	45.1	108.1	139.5	83.2	99.3
505	-9999	86.8	60.6	68.7	55.5	44.3	44	38	35	32.2	27	21.6	13.5	39.9	44.9	23.5	27.1	17.9	24.1	22.9	5.2	1.5
506	-9999	77.2	82	60.5	33.1	11.5	5.4	18.3	8	8.3	3	3.5	3.3	13.2	19.1	7.1	9.5	9.4	12	10.3	9.7	0.2
507	-9999	122.8	111.4	91.7	138.1	63.6	94.1	70	66.6	72.3	25	17.8	14.3	120.4	83.7	140.5	119.7	58.8	108	38	91.7	94.8
508	-9999	105.2	110.8	90	67.5	27.8	33.9	33.4	18.5	16.5	14.5	1.6	5.2	64.3	20.3	16.5	16	4.7	32.5	38.3	16.3	0.9
509	-9999	140	191.9	262.4	382.7	61.8	311.5	201.1	94.4	162.4	44.4	197.6	76	165	77.1	140.7	147.7	293.6	147.1	517.2	118.8	135.6
510	-9999	161.1	218.2	183.1	316.6	131	238.2	192.1	103.5	130.7	67.1	131.2	20.3	353.3	254.6	263.9	157.4	138	421	214	320.2	150.7
511	-9999	167.7	505.3	288.9	495.6	288.4	326.1	393.2	183.9	264.8	298.9	469	204.7	628.4	225.1	378.6	268.6	322.3	516.9	538.9	346.2	326.5
512	-9999	253.9	338.2	242.2	205.5	297.8	299	387.2	401.5	267.5	522.8	433.4	212.3	289.6	374.2	407.7	291	423.5	481.9	445.2	179.8	333.6
513	-9999	119.6	69.4	111.2	222.2	234.9	300.2	114.6	298.6	146.7	252.1	235.5	219.1	281.5	370.5	478.8	571.5	442.7	841.8	494.3	800.7	616.1
514	-9999	304	279.2	201.5	115.4	200	128.8	91.9	34.6	57.6	6.4	4.7	6.9	91	100.3	102.2	97.6	99.3	240.3	188	279.2	106.2
515	-9999	82.7	88.8	98	121.7	34.4	35.3	72.1	36.4	57.7	71.1	50.7	58.2	60.6	47.4	46.8	19	20.2	43	37	17.4	21.8
516	-9999	82.7	117.2	116.7	143.3	85.4	50.2	69.5	44.3	54.8	77.4	49.7	61.1	46.5	66	99.1	70	53	98.7	65.4	111	18
517	-9999	90.1	101.7	83.8	50.2	30.3	33.1	43.2	26.1	28.6	42.6	27.4	38.4	35.3	36.8	16.6	15.2	14.3	18.6	30.1	12.7	12
518	-9999	17.1	40.4	28.4	10.3	13.4	7.7	18.1	10.2	12	7.2	2.8	1.4	8.6	19	0.9	4.9	2.6	2	1.8	6.3	0.5
519	-9999	99.6	82.5	119.6	95.8	60.9	64.7	89	33.2	72.4	40	47.3	44.7	41.9	73.9	38.3	66.4	48.9	49.8	48.1	33.3	39.9
520	-9999	219	202.2	175.4	109.5	84.3	60.1	210	74.6	181.1	182.7	73.7	179.5	62.9	48.7	65.8	48.5	18.7	70.7	19.6	72.7	13.9
521	-9999	261.5	214.5	311.4	324.4	104.1	189.5	176.9	280.5	138.5	227.7	281.1	160.2	128.7	109.2	237.1	401.9	271.8	89	65.9	180.1	107.4
522	-9999	259.5	272.1	280.4	366.5	352	329.8	402.3	414.3	291.7	298.7	268.9	183.7	456.7	157.8	439.2	408.2	396.2	483.8	203.7	810.5	184.9
523	-9999	39.7	17.9	66.7	34.2	79.2	61	40.9	121.9	78.7	37.8	38.8	11.2	99.1	99.6	107.7	59.4	83.4	149.3	131.6	121.9	167.7
524	-9999	127.4	189	177.5	194.4	208.6	189	205.4	324.2	227.2	268.5	323.6	179.1	199.2	157.6	250.3	301	319.5	384.2	245.1	423.7	239.9
525	-9999	141	136.6	115.6	106.5	257.2	367.8	139.1	266.2	206.5	291	297.2	251.2	105.6	216.4	359.8	512.5	388.9	334.3	146.6	335.3	367.9
526	-9999	0	3.3	1.2	8.1	0.3	3.3	16.6	45.7	1.8	10.3	12.4	0.7	0	0.5	5.4	54.6	45.6	3.1	2.3	11.2	11.1
527	-9999	22	11.9	14.1	17	61.5	31	27	12.5	40.8	3.9	1.8	2.6	8.3	16.8	7	6.4	16.4	72.3	12.8	25.2	43.9
528	-9999	5.3	16.6	14.1	1.7	0	1.7	2.7	0	0	0	0	0	0.9	3.5	1.3	1.1	1.8	0.8	0	0.5	0
529	-9999	73.4	77.8	74.7	57.2	80	59.9	26.5	30.9	31.6	21.7	19.8	25	43	77.7	39.6	60.3	38.8	28.1	30.1	33	2
530	-9999	55.3	55.1	59.9	58	64.4	54.1	62.2	54	65.9	62.2	49.9	42.7	61.8	57.2	69.2	71.1	66.5	72.3	67.3	52.9	51.4
531	-9999	62.4	53.3	62	94.1	51.9	41.1	54.5	21.1	65.1	26.9	25.2	21.7	20.2	17.4	39.7	65.8	95.4	49.8	9.1	39.7	6.1
532	-9999	199.5	218.8	209.9	296.4	218.7	173.6	234.2	137.3	130.8	78.9	89.6	69.6	175.7	108.3	132.4	168.1	89.6	189.5	117.1	212.4	47.9
533	-9999	190.8	344.2	286.5	299.7	299	347.5	177.5	186.1	141.9	120.7	166.9	99	394.9	213.5	241.1	185.3	207.5	853.1	581.7	262.3	157.8
534	-9999	189.2	222.1	161.4	176.5	142.4	259.3	158.2	59.7	172.3	63.1	63.1	101.4	122	91.7	96.4	153.5	104.4	125.5	62.5	65.6	66.6
535	-9999	218.6	180.2	231	309.1	243.3	326	218	252.3	157.9	314.1	333.1	183.7	314.5	176.2	293.3	219.6	247.4	189.2	107.8	250.4	109.7
536	-9999	45.3	106.7	114.5	190.2	236.4	226.5	204.7	228.1	363.1	234.3	276.3	172	247.2	83.8	217.2	358.5	339.9	247.5	152	511.8	223.9
537	-9999	23.4	36.4	11.8	7.5	23.4	132.7	206.2	202.3	95.3	204.9	246.4	266.1	83.7	108.4	110	155.5	108.7	43.3	172.4	79.2	140.2
538	-9999	0.1	0	0.3	0	0.1	8.1	0	0.1	2.9	1.1	10.1	0.3	0	0	0	1.6	0.6	7.8	4.3	6.4	15.2
539	-9999	31.8	33.9	17.2	20.8	14.6	6.4	2.7	0.8	6.5	6.4	1.2	10	30.4	16.4	2.8	1.9	0.5	8.9	27	0.7	16.9
540	-9999	15.9	23.7	22.6	2.8	0.6	1.3	3	0.6	1.4	22	6.5	35.6	1.3	3.2	0.2	0.2	0.1	0	9.6	0	8.8
541	-9999	12.4	21.7	19.4	13.6	10.2	8.4	16.4	4.1	3.1	0.8	0	0.3	20.1	10.8	7.4	6.4	2.5	13.7	16	14	6.6
542	-9999	128.7	93.7	74.4	80.5	19.2	35	87.8	26.4	55	105.4	70.7	98.1	27.5	22	31.3	32.2	18.9	30	11.4	19.5	1.6
543	-9999	190.1	221.7	212.3	182.5	125.3	121.2	177.9	88.3	177.3	123.9	84.1	113.2	107.4	84	61.9	72.6	48.3	87.7	26.4	38.4	12.1
544	-9999	217.1	209.8	184.7	169	243.4	209.1	102.4	214.2	141.7	46.8	60.6	41.5	102.7	93.6	63.4	79.3	42.9	68.2	92.3	38.8	12
545	-9999	291.1	412.2	419.3	580.9	556.5	395.2	292.4	318.1	273.6	216.7	253	145.7	320.8	227.7	228.7	304.5	379.2	235.7	119.1	460.9	42.7
546	-9999	395.9	354.9	535.2	648.8	438.4	581.5	1097	557.6	512.1	494.5	663.8	538.3	277.6	254.9	562.8	396.8	469.9	511.2	257.9	886.3	112.9
547	-9999	92	62.5	79.5	95	88.2	131.5	50.1	217.2	155	100.4	186.2	95.9	115.6	112.9	270.5	340.1	326.6	201.3	90.4	199.1	93.2
548	-9999	153.7	100.2	124.5	109.7	121	371.2	142.3	207.6	201.3	393.8	495.5	441.9	165.1	176.6	258.3	296.8	587.3	264	343	540.9	240.8
549	-9999	75.9	69.7	46.9	46.4	274.1	128.9	60.4	70.6	54.9	80.2	170.5	131.3	183.6	80.2	275.5	255.5	231.8	200.6	334.4	376.4	197.7
550	-9999	21	10.6	6.8	0.1	0	0	0	0.5	2.6	55.1	19.3	25.3	22	0	1.8	0	21.3	0	29.6	12.5	26
551	-9999	46.5	46.4	55.9	3.1	25.1	2.6	0	0.8	0	5	3.2	10.5	8.7	81.4	13.4	5.4	14	31.2	2.1	16.5	21.9
552	-9999	16.2	32.6	13.3	7.6	3.8	1.6	7	3.8	6.9	8.7	4.9	7.6	5.6	7.8	1.1	2.6	0.9	1.3	0.5	5.5	2.2
553	-9999	10.1	31.1	22.1	11.7	5.6	9.5	8.5	9.5	29.9	28.9	22	32.9	8	5.3	14.5	17.4	20.6	8.9	4.7	19.9	3.5
554	-9999	94.1	116.1	94.2	124.5	89.7	99.3	127.7	81.5	128.1	73	42.5	52.6	79.2	81.7	69.2	54.6	48	51.7	8.2	28.1	40
555	-9999	150.8	145.3	169.5	236.7	103.1	96.6	315.6	116.2	266.4	227.9	152.5	200	93.8	52.5	58.3	77.2	62	107.5	114.1	98.2	28.5
556	-9999	227.2	185.8	162.4	202.5	37.9	170.6	142.6	134.5	176	302.9	240.8	205.4	66.2	93.9	86.5	63.8	123.2	45.3	9	43.3	86.4
557	-9999	229.4	297.7	286.4	502.6	333.8	638.8	431.4	496.4	394.6	591.6	466.9	543.1	343.1	211.9	488.7	432.5	279.7	683.8	358.3	725.2	53
558	-9999	151.7	194.7	281.9	342.2	388.7	288.3	428.9	538.2	575.4	340.6	499.6	373.7	325	244	351.5	253	385.3	241.1	144.4	307.3	276.5
559	-9999	373.4	442.3	377.7	396.7	312	264.3	383.8	618.2	458.7	453.3	421.8	406.4	354.6	371.3	254.3	325.3	248.2	147.4	99.6	346.8	194.7
560	-9999	55.3	224.3	122.2	134.5	234.4	223.4	130.9	305.2	157.1	184.4	217.7	117.8	425.4	291.1	441.9	296.9	288	427.9	325	295.3	304.7
561	-9999	141.8	95.6	65.6	99.4	103.5	159.5	67.2	82.7	100.8	99.2	179	67	14.2	53.9	45.9	274.7	372.8	77.5	166.1	88.8	55.8
562	-9999	7.3	17.1	3.2	115	8.8	86	56	16.5	108.2	0	2.8	0.2	15.2	10	31.4	23.7	10.8	28	80.8	12.2	44.9
563	-9999	158.1	152.6	172.3	116	85.3	101.6	86.8	65.9	109.8	91.4	96.6	128.5	111.9	87.8	26.9	47.1	78	22.4	55.8	117.1	130.7
564	-9999	34.5	29	25.3	22.8	24.2	37.8	53.8	43.4	58.6	114.5	119.5	73.3	11.2	15.1	14.5	31.7	19.9	12	5.7	3.3	4.1
565	-9999	42.3	70.5	36.1	31.8	36.5	23.9	22.3	6.2	13.3	44.4	37.6	38	32.7	34.5	8.4	5.1	21.4	32.1	41.5	11.5	5.3
566	-9999	81	83.9	122.1	64	56.9	25	38.6	29.3	34.1	25.9	14.9	13.2	25.9	26.9	16.3	20.9	21	34	41.5	22.3	9.8
567	-9999	151.1	144.4	189.1	143.4	59	44.5	101.6	63.9	74.3	31.2	23.4	20.3	25.5	33	24.1	28.3	15.5	19.1	71.7	13.7	14
568	-9999	134.7	149.3	273.5	180.8	172.8	184.9	247.4	198.8	250.9	213.7	160.1	175	146.4	129.5	100.5	124.2	141.1	99.3	141.6	116.4	94.6
569	-9999	127.9	134.3	151.6	354.4	210	193.7	173.8	322.5	158.3	108.7	237.6	85.3	319.8	174.5	271.5	305.4	254.3	257.4	222.4	239.6	87.4
570	-9999	265.1	230	273.9	574.8	228.8	319.8	586.9	520.3	602.5	391.4	770	321.8	231	239.1	282.1	539.8	475	385.1	73.1	205.2	99
571	-9999	26.4	25.5	34.5	76	74.8	80.7	44.9	83.9	52.7	48.4	34.3	8.3	48.8	104.7	89.4	74.8	149.8	113.2	61	203.7	12.6
572	-9999	233.2	151.2	164.1	322.9	237.1	309.5	442.5	531.3	465.7	517.1	505.1	475.8	212.4	225.9	314.2	310.1	387.8	253.4	349.1	527.2	712
573	-9999	67.5	80.7	166.4	93.1	135.1	151.5	89.7	130	188.1	90.7	165.2	95.8	58.8	57	54.7	117.1	59.9	202.1	81.5	218	102.4
574	-9999	19.5	15.4	16.5	11.1	15.7	18.6	21	8.8	20.3	1.3	81.8	2.2	11.1	9.8	13.6	24.6	30.8	41.2	32.9	164.4	167
575	-9999	5.3	7.7	5.8	12.9	13.4	2	7.5	4	18.5	4.1	0.6	6.2	0.8	10.4	0.9	8.9	14.7	0.1	1.4	1.7	0.3
576	-9999	37.2	73.7	68.7	36	12.3	16.2	22.3	11.3	13.2	5.3	2.4	2.5	9.6	24.3	18.3	8.8	10.2	15.7	30.6	8.7	0.2
577	-9999	95.3	156.1	98.6	104.3	85.4	98	84.2	56.5	77	16.7	7	7.5	104.1	103.8	75.4	111.9	51	55.4	52.5	8.6	13.5
578	-9999	89	83.6	73.7	40.3	47.1	49.9	68.1	47.5	79.6	43.7	29.2	34.1	37.5	55.5	23.1	27.3	33.4	22.6	9.2	17.2	9.6
579	-9999	179.4	143.3	145.5	106.5	81.2	70.9	57.2	53.4	32	26.3	38	8.8	67.6	130.2	48.3	57.1	42.5	85.6	81.7	40.5	12.4
580	-9999	257.3	173.1	158	191.7	189	111.7	163.5	158.8	189.2	301.9	259.7	236.4	178	84.5	125.2	197	144.4	159.8	99.9	278	83.6
581	-9999	160.6	96.1	151.3	315.6	523.2	285.2	243.1	255	259.5	198.7	118.7	69.3	297.5	211.8	296.9	176.8	143.1	433.1	359.3	95.6	59.3
582	-9999	346.4	546.3	484.9	1011	616	834.6	766.8	782.6	641.2	720.9	933.1	497.7	779.2	433	1038	931.4	1395	879.6	543.3	1445	115
583	-9999	181.6	153	95.2	279.4	177.6	170.3	326.6	248.2	438.6	486.2	643.6	280.9	336.2	251.5	285.3	146.4	346.5	313.5	191	491.8	53
584	-9999	48.7	93.9	34.6	89.3	157	188.4	75.8	102	115.4	162.6	172.9	154.6	251.2	150	336	225.5	214.6	446.1	320.9	603.4	591.2
585	-9999	45.6	48.1	111.4	107.3	221.1	262.6	124.1	101.8	134.3	80.9	90.4	21	174.6	214.6	232.7	111.6	169.5	289.8	170.8	166.4	300.7
586	-9999	56.8	108.7	98.1	100.8	62.4	136.4	119.3	114	134.7	59.4	99.8	82.8	61.3	52.8	109.4	98.1	147.6	87.7	138.7	169.3	452.2
587	-9999	37.1	97.4	71.1	53.9	25.7	61.9	30.4	16.7	12.6	9.8	6	20	30.5	38.5	34.6	4.4	17.9	106.5	29.2	10.2	16.1
588	-9999	8.5	8.4	16	14.8	18.6	14.1	8.2	2.8	0.4	16.5	21.3	11.1	30.9	31.4	5.2	3.3	4.2	8.4	24.4	6.5	31.8
589	-9999	23.4	27.2	25.6	17.6	11	5.4	5.3	0.5	4.8	1.3	0.1	0	14.2	12.7	3.8	4.6	0.2	13.7	13.5	1.3	1.6
590	-9999	0.5	1	2.3	12.2	0.4	0.6	0.4	1	0.5	6.2	3.1	13.8	1.7	3.5	0.7	1.9	1	3.1	0.1	3.1	5.3
591	-9999	116.3	131.4	133.4	189.9	143.3	207.7	122.5	223.6	157.2	118.6	140.7	113.2	95.2	106.9	106.4	129	176.3	105.3	72.6	67.9	125.7
592	-9999	127	179.7	182.7	219.2	177.2	108.8	157.4	102.9	88.1	127.2	106.8	68.6	115.7	166.5	129	216.8	125.5	197.5	66.8	116.7	264
593	-9999	141.8	231.6	190.2	165.6	249.7	210.9	170.9	113.8	76.7	7.3	8.7	7.6	301.3	236.5	575.5	413.7	268.8	437.7	186.9	591.4	66.9
594	-9999	292.6	252.8	294	507.5	158.1	273.7	253.1	393.4	265.7	205.8	374.2	271.9	191.5	117.2	417.8	352.9	192.9	834.4	358.4	314	87.5
595	-9999	163.2	203.7	148.2	214.5	204.7	221.6	125.5	142.6	162.1	187	125.6	157.5	390.7	279.6	327.1	308.8	254.9	168.4	390.8	217.3	97.3
596	-9999	73.2	42.3	63.3	150.2	228.3	230.1	103.1	290.1	108.5	75.3	96.5	89.1	231.9	245.9	483.8	252.9	217.4	646.3	477.7	738.3	606.2
597	-9999	22.5	64.5	30.6	127.3	114.7	39	40	231.5	38.2	119.5	117	49.1	239.5	285.1	191	263.2	282.4	270	188.5	519.2	342.2
598	-9999	0.2	0.9	0.2	0	38.5	26.4	0	11.7	0	0	3.5	0.4	4.2	25.9	28	12.3	18.6	43.4	8.1	118.9	324.3
599	-9999	116.6	124.1	136.2	151.3	59.3	101.2	73.1	48.7	36.8	37.3	32.4	48.3	33.5	44.2	27.4	31.4	32.6	30.8	13.8	18.6	0.9
600	-9999	60.6	42.8	68.8	117.8	55.2	47.2	134.7	62.1	77.4	42.4	29.1	54.6	52.5	35.1	53.8	56.1	40.4	67.1	55	44.5	3.9
601	-9999	135.5	222.2	216.2	131.6	57.8	69.5	85.5	50.7	61.2	32.8	25.9	30.5	58.5	49.4	30.7	43.5	27.8	36	67.9	34.2	7.6
602	-9999	100.7	51.8	109.8	78.4	44.5	71.7	120.3	68.9	91.5	76.6	52	60.2	32.2	19.8	88.3	119.4	97.9	105.8	25.7	101.8	3.1
603	-9999	84.2	49.6	148.3	82	11.8	19	71.9	25.5	37.7	16.5	8.6	10.8	10.6	21.1	17	16.3	33.9	14.8	4.4	34	1.9
604	-9999	197.9	286.6	214.7	273.2	197	256.7	292.2	194.8	116.6	93.3	117.3	73	314.7	189.3	199.4	159.7	112.1	229.7	259.6	147.6	42.2
605	-9999	434.9	396.2	593.2	492.7	228.1	584.5	330.4	153.8	261.3	196	234	197.7	248	293.6	330.5	304.9	225.3	676.8	292.2	174.4	54.4
606	-9999	356.4	462.1	365.7	603.9	273.9	322.7	493.6	385.8	358.3	399.1	439.8	383	408	219	440.7	287.7	223	327.2	248.3	904.4	53.5
607	-9999	58	54.2	116.2	116.7	167.3	164.9	90.9	205.7	150.4	136.1	164.3	99.8	151.1	292.8	183.1	231.7	352.9	173.3	255.5	106.7	111.2
608	-9999	163.6	66	61.2	128.4	107	250.5	63.4	52.8	140.1	39.3	48.7	16.9	169.2	37.3	139.3	162.5	99.6	533.5	184.3	365.8	188.2
609	-9999	80.7	159	184.4	396.5	232.9	558.6	359.5	330	360.7	255.4	367.6	392.2	358.5	268.9	554.7	431.6	383.1	593.2	425.6	723	117.7
610	-9999	6.6	12	9.8	7.6	70.9	28.9	62.8	52.7	14.1	49.8	45.4	22.3	9.2	41.5	100.1	143.7	37.8	53.7	23.3	106.4	638.2
611	-9999	3.3	9.8	1.3	1.7	0.5	2.1	3.8	14.6	11.8	26.2	49.2	18.8	2.3	0	6.2	14.7	24.3	15.6	23.9	29.1	22.4
612	-9999	72.6	107.8	82.7	41.4	27.9	24.5	36.1	30.4	37.8	29.2	14.1	28.1	20.6	37.3	17.7	23.2	16.3	22.8	15.3	24	18.8
613	-9999	18.3	29.7	18.6	18.5	20	26.6	17.9	12.6	14.9	3.1	9.1	6	16.3	23.6	23.6	25	11.1	16.3	9.8	4.6	2.7
614	-9999	71.5	54.7	69.9	34.8	46	45.2	36.7	38.7	34.8	17.4	30.1	16.8	32.4	44.2	30.4	37.6	23.3	46.8	45.4	30.2	16
615	-9999	96.8	98.5	104.8	91.8	62.9	49.3	57.8	29.3	30.5	28.9	19.7	15	56.9	58.8	37.6	32.2	15.3	39	35.4	25.7	31.4
616	-9999	44.3	24.3	36.2	37.9	84	27.9	40.8	30	57.3	25.4	29.2	35.4	126.4	55.3	81.5	56.2	45.9	56.9	13.8	50.1	11.7
617	-9999	397.3	404.1	483.9	391.3	223.2	185.3	392.6	163.6	244.4	122.3	186.5	81.9	238.7	138.6	207.4	225.6	158.7	292.4	314.6	445.8	35.1
618	-9999	35.8	248	149	296.5	326	493.8	217.7	450.8	186.2	338.9	291.4	189.1	437.5	133.8	417	403.7	398.3	684.7	179.8	283.9	229.4
619	-9999	188.6	115.7	188.6	216.1	196.5	363.5	241.3	295.9	202.3	125.1	189.2	154.8	225.5	215.6	310.5	210.9	245.5	274.8	212	276.6	582
620	-9999	108.7	82.5	28.7	43.5	32.3	37.4	44.8	73.5	118.6	42.2	93.2	57.7	76.3	68	85.3	145.6	93.6	202	219.5	64.7	47.4
621	-9999	119.9	172.2	85.6	197.5	113	183.9	90.8	169.5	98.8	79.2	64.3	7.8	148.2	89.7	114.7	115.7	117.2	231.4	155.7	232.8	277.1
622	-9999	93.1	149.4	184.1	152	96.9	154.7	146	80.7	157.1	8.9	44.2	7.3	48.7	77.5	68.2	83.2	88.1	134.4	93.2	180.7	446.9
623	-9999	72.2	27.7	87.5	73.2	75.5	64.6	110.7	116.3	124.4	233.1	238.6	185.8	73.8	71	61.4	124.4	72.6	61.3	52.2	50.9	50.8
624	-9999	7.6	8.9	6.1	0.7	0.9	0.1	0	0	0.3	2.5	4.3	3.1	0.3	1.2	0	0.1	0.1	0	0.8	4.1	3.8
625	-9999	132.1	121.3	129.9	104.5	77.9	72.6	65	54.1	74.5	48	29.3	37.6	54.9	73.9	47.3	52.9	47	59.6	53.1	35.5	30.1
626	-9999	142.4	80.9	163.5	66.8	46.4	70.8	88.8	48.4	76.5	76.8	74.8	68.9	32.7	37.6	30	67.3	49.2	67.4	19.4	61.1	2.2
627	-9999	175.8	187.1	168.2	134.5	43.2	63.9	77.4	44.6	56.5	29.9	17.2	14.8	36.6	55.2	15.2	26.7	19.6	28.8	30.1	14.5	6.4
628	-9999	385.9	299.6	350.3	440.6	280.8	365.2	459.6	258.6	356.2	154.7	341.4	222.6	617.6	217.3	411.5	473.8	256.2	477.3	253.8	494.3	60.6
629	-9999	205.2	201.3	234.4	265.8	211.8	291.1	462.5	137.6	357.1	151.1	162.5	85.1	290	144.4	204.5	258.1	117.7	145.2	225.9	255.2	336
630	-9999	298.6	344.8	372.4	368.7	399.9	302.9	221	211.1	172.9	248.8	276.6	137.4	327.1	257.9	378.6	222.7	271.8	396.2	401.5	384.2	312.5
631	-9999	53.5	51.6	98.7	89.7	214.3	136.6	119.8	200.1	146.1	183.7	233.2	110.8	215.1	226.3	411.7	476.6	417.7	385.8	334.6	621.5	185.4
632	-9999	122.5	112.5	95.8	72.2	223.8	184	84.2	70.1	147.3	64	182.4	102.7	119.5	103.1	169	133.5	165.7	212	405.3	217.3	300.9
633	-9999	65.8	28.5	82.8	134	142.8	69.4	81.3	48.7	62.1	66.2	67.3	52.7	214.1	55.2	169.7	135.6	26.8	122.8	153.6	220.7	96.7
634	-9999	77.5	57.7	72.9	107.2	104.1	42.8	46.8	21.5	20	9.6	5.5	15.8	54.6	106.7	67.6	79.2	35.4	147.4	145.3	79.2	129
635	-9999	199.9	181.2	177.4	217.8	125.6	168.8	188.5	134	214.4	145.4	124.9	129.2	235.6	175.4	138.5	118.5	106.5	175.8	103	117.5	33.2
636	-9999	106.8	91.1	107	71.9	48.6	45.8	40	44.6	43.4	68.9	62.3	71.8	42.2	80	66.3	57.1	41.2	60.6	41	26.5	19.8
637	-9999	13.4	26.8	10.4	7.9	4.8	3.8	0.2	5.5	0.3	0	0	0	6.8	5.3	4.7	5.1	7.9	9.3	17.9	4.9	5.3
638	-9999	26.5	21.3	40.1	39.1	24.1	8	15.3	4.3	4.4	1.3	0.1	1.2	11.9	15.6	2.8	6.6	0.3	2.8	3	0.3	2
